"","D8d0","D8d1","D8d2","D8d3","D8d4","D8d5","D8d6","D8d9","D8d11","D8d13","D8d16","D8d18","D8d20","D8d24","D8d27","D8d31","D8d34","D8d39","D8d46","D8d53","D8d66","D8d72"
"Propanoic acid, 2,2-dimethyl-",0,0.0231189439666667,0,0,0.00731056483333333,0,0.0120690738333333,0,0,0,0,0,0,0.00365060276666667,0.0108931207666667,0,0,0,0,0,0,0
"Propanoic acid, butyl ester",0,0,0,0,0,0,0,0,0.195740544433333,0.175712470166667,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, ethyl ester",0,0,0,0,0,0,0,0,0.1573588374,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propanoic acid, propyl ester",0,0,0,0,0,0,0,0.0745039906666667,0.0615064027333333,0.0572639518666667,0.0110249199666667,0.0165792395,0,0,0,0,0,0,0,0,0,0
"Propiolactone",0,0,0,0,0.0037416904,0.00883210033333333,0,0.0536296177666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyrazine",0,0,0,0,0.0027058095,0,0.0171113995666667,0,0.0427989394333333,0.0404551189666667,0,0.0129748128666667,0.0547504896666667,0.0150187414333333,0.0263493735333333,0.0212320793333333,0.0175074858,0,0,0,0,0
"Pyrazine, 2,3-dimethyl-",0,0,0,0,0,0,0,0.0703826913666667,0.0184474499666667,0.0513740556,0.0492678329666667,0.0217989043333333,0.0992902274666667,0.0154566043,0,0.0344459651333333,0,0,0,0,0,0
"Pyrazine, 2,6-dimethyl-",0,0,0,0,0,0,0,0.455973355433333,0.214539947266667,0.288111367933333,0.2382240978,0.059453204,0.1927568285,0.0319575728333333,0,0,0.0484613658666667,0,0,0,0,0
"Pyrazine, 3-ethyl-2,5-dimethyl-",0,0,0,0,0,0,0,0.138888969566667,0.0195954348,0,0.0324224802,0.00605063596666667,0.0313700943,0.0043288487,0.0085426028,0.0159107704666667,0,0,0,0,0,0
"Pyrazine, 3,5-dimethyl-2-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0120985825,0,0,0,0.00528883643333333,0,0,0,0,0
"Pyrazine, methyl-",0,0,0,0,0,0,0,0.0799596658666667,0.0248317453,0.0400222176,0.0298704292333333,0.00849445816666667,0.0294708715333333,0.0032480481,0.0134763588,0.0126770734666667,0.0106421314,0.0210837903333333,0,0.0115696839666667,0.00554304256666667,0
"Pyrazine, tetramethyl-",0,0,0,0,0,0,0,0.0354744193333333,0.0109693947333333,0.0335852811,0,0.0147128436333333,0.0585345133,0,0.0307775782333333,0.0291731179666667,0.0314511033333333,0.0763866043333333,0.0118559335333333,0,0.0465139860666667,0.0162121444666667
"Pyrazine, trimethyl-",0,0,0,0,0,0,0,0.846318615666667,0.175774373366667,0.2653279823,0.247880400366667,0.0773430579,0.278701018333333,0.0472855879666667,0.0983704151666667,0.0772866308333333,0.0757952649333333,0.159485016,0,0,0,0.0769856937
"Pyridine",0,0,0,0,0.00683009083333333,0.014832703,0.0171390079333333,0.143137575233333,0.0504812903333333,0.0482657931666667,0,0.0120456743666667,0,0.00407910403333333,0.0104232186666667,0,0.0028367577,0,0,0,0,0
"Pyridine, 2-methyl-",0,0,0,0,0,0,0,0.0367853788666667,0.0156927767333333,0.0312762089333333,0.0226551542333333,0.0129985519333333,0.0246271937,0.00373778063333333,0,0,0,0,0,0,0,0
"Pyridine, 3-methyl-",0,0,0,0,0,0,0,0,0.911025443666667,1.48620777793333,0,0.498864435266667,1.8634594693,0.182173623666667,0.2250165103,0.127292567066667,0.0935564705,0.177691116,0.00658402736666667,0.0300114389666667,0.0330793746333333,0.046407157
"Quinoline, 1,2-dihydro-2,2,4-trimethyl-",0,0,0,0.0140048635333333,0,0,0,0,0,0,0,0,0.3514526536,0,0,0,0,0,0,0,0,0
"S-Methyl propanethioate",0,0,0,0,0,0,0,0.0394088840666667,0.0239986221333333,0.0111535554666667,0,0,0,0,0,0,0,0,0,0,0,0
"Styrene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213468880866667,0,0,0,0,0,0.171062856633333,0.317069086066667
"Sulfur dioxide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224428227166667,0,0,0,0,0,0
"tert-Butyl Hydroperoxide",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214037773333333,0,0,0,0.0207141456666667,0,0,0,0
"Tetrachloroethylene",0,0,0.000759418466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125077063333333,0,0.0022796612,0,0
"Tetradecane",0.0395819510333333,0.0199117285333333,0.0087214223,0,0.0309739031333333,0,0,0,0,0,0,0,0,0.0211514686333333,0,0,0,0,0,0,0,0
"Thiazole",0,0,0,0,0,0,0,0.007531068,0.00310304226666667,0.00318384336666667,0,0,0,0,0,0.00134164456666667,0,0,0,0,0,0
"Thiirane",0,0,0,0,0,0,0,0.00339081363333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiirane, methyl-",0,0,0,0,0,0,0,0.0046984199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiocyanic acid, methyl ester",0,0,0,0,0,0.00769524266666667,0.0390129271666667,0.487861275333333,0,0.0521368434,0,0.00335648823333333,0,0.0024872462,0.0066627114,0,0,0,0.00203881043333333,0.00341364913333333,0.00194587916666667,0.00262095156666667
"Thiophene",0,0.0133121275333333,0,0,0,0,0,0,0.0139457374666667,0,0,0,0,0,0.0156700433,0,0,0,0,0,0.0170645692666667,0.00950121786666667
"Thiophene, 2-hexyl-",0,0,0,0,0,0,0,0.0699583339666667,0.0107661765333333,0.0113105959333333,0.0103894748666667,0.0047317688,0,0.0123335560333333,0.0180132016333333,0,0,0,0,0,0,0
"Thiophene, 2-pentyl-",0,0,0,0,0,0,0,0,0.00757150273333333,0,0,0,0,0,0.0065543613,0,0,0,0,0,0,0
"Thiophene, 3-ethyl-",0,0,0,0,0,0,0,0,0.00338774483333333,0,0,0,0,0,0.00303099776666667,0,0,0,0,0,0,0
"Thiophene, 3-methyl-",0,0,0,0.00356171103333333,0,0,0,0,0,0.00650826853333333,0,0,0,0,0,0,0.0032069056,0,0,0,0,0
"Thiourea",0,0,0,0.001543495,0,0,0,0,0,0,0,0,0,0,0.0142045146333333,0,0,0,0,0,0,0
"Thiourea, tetramethyl-",0,0.00279366763333333,0.00366124353333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tranexamic Acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193071347333333,0,0,0
"trans-3-Caren-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114331783333333,0,0
"trans-Calamenene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137982156666667,0
"Trichloroacetic acid, pentafluorobenzyl ester",0,0,0,0,0.00248640573333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trichloromonofluoromethane",0,0,0,0,0,0,0,0,0.0708817845333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tricyclo[2.2.1.0(2,6)]heptane, 1,7,7-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.0211176417,0,0,0,0.0035081928,0,0,0,0,0
"Tridecane",0,0,0,0,0.00353706893333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Undecanal",0,0,0,0,0,0,0.0607411747333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Undecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129520718533333,0,0,0,0,0
"Undecane, 6-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127575606666667,0,0,0
"Urea",0,0,0,0,0,0,0,0,0,0.0056468784,0,0,0,0,0,0,0,0,0,0,0,0
"Urea, tetramethyl-",0,0.00994324326666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"α-Pinene",0,0,0,0,0,0,0.0131587842,0,0,0,0.0219876449333333,0,0.131775304866667,0.0076976795,0,0,0,0.079918638,0,0,0,0
"β-Myrcene",0,0.00706597043333333,0,0,0,0,0,0,0,0,0,0,0,0,0.00952873163333333,0,0,0,0,0,0,0
"β-Ocimene",0,0,0,0,0,0,0,0,0,0,0.0116986172,0,0,0,0,0,0,0,0,0,0,0
"β-Phellandrene",0,0,0,0,0,0,0,0,0,0,0,0.00332886026666667,0,0,0,0,0,0,0,0,0,0
"γ-Terpinene",0.00540742703333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
